,victim
567,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2907, 'TH_molecule': 3081, 'B_molecule': 3289, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 766, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2489, 'IGG_molecule': 549, 'MP_ANTIGEN_molecule': 9}"
568,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2915, 'TH_molecule': 3089, 'B_molecule': 3297, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 766, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2496, 'IGG_molecule': 556, 'MP_ANTIGEN_molecule': 9}"
569,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2923, 'TH_molecule': 3096, 'B_molecule': 3296, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 767, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 551, 'MP_ANTIGEN_molecule': 9}"
570,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2922, 'TH_molecule': 3104, 'B_molecule': 3305, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 768, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 547, 'MP_ANTIGEN_molecule': 9}"
571,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2930, 'TH_molecule': 3111, 'B_molecule': 3304, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 769, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 544, 'MP_ANTIGEN_molecule': 9}"
572,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2929, 'TH_molecule': 3109, 'B_molecule': 3303, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 770, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 540, 'MP_ANTIGEN_molecule': 9}"
573,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2928, 'TH_molecule': 3116, 'B_molecule': 3302, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 771, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 536, 'MP_ANTIGEN_molecule': 9}"
574,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2936, 'TH_molecule': 3123, 'B_molecule': 3310, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 772, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 534, 'MP_ANTIGEN_molecule': 9}"
575,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2944, 'TH_molecule': 3130, 'B_molecule': 3318, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 773, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 530, 'MP_ANTIGEN_molecule': 9}"
576,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2943, 'TH_molecule': 3137, 'B_molecule': 3326, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 774, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 526, 'MP_ANTIGEN_molecule': 9}"
577,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2952, 'TH_molecule': 3144, 'B_molecule': 3334, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 775, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 522, 'MP_ANTIGEN_molecule': 9}"
578,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2951, 'TH_molecule': 3152, 'B_molecule': 3342, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 776, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 518, 'MP_ANTIGEN_molecule': 9}"
579,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2959, 'TH_molecule': 3150, 'B_molecule': 3350, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 777, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 514, 'MP_ANTIGEN_molecule': 9}"
580,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2958, 'TH_molecule': 3158, 'B_molecule': 3358, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 777, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 510, 'MP_ANTIGEN_molecule': 9}"
581,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2967, 'TH_molecule': 3167, 'B_molecule': 3357, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 777, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 506, 'MP_ANTIGEN_molecule': 9}"
582,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2966, 'TH_molecule': 3174, 'B_molecule': 3356, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 778, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 504, 'MP_ANTIGEN_molecule': 9}"
583,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2965, 'TH_molecule': 3181, 'B_molecule': 3364, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 779, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 501, 'MP_ANTIGEN_molecule': 9}"
584,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2974, 'TH_molecule': 3189, 'B_molecule': 3372, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 780, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 498, 'MP_ANTIGEN_molecule': 9}"
585,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2982, 'TH_molecule': 3196, 'B_molecule': 3372, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 781, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 495, 'MP_ANTIGEN_molecule': 9}"
586,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2990, 'TH_molecule': 3203, 'B_molecule': 3381, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 782, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 491, 'MP_ANTIGEN_molecule': 9}"
587,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 2998, 'TH_molecule': 3201, 'B_molecule': 3389, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 783, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 488, 'MP_ANTIGEN_molecule': 9}"
588,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3007, 'TH_molecule': 3209, 'B_molecule': 3397, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 783, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 485, 'MP_ANTIGEN_molecule': 9}"
589,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3015, 'TH_molecule': 3217, 'B_molecule': 3405, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 783, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 480, 'MP_ANTIGEN_molecule': 9}"
590,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3014, 'TH_molecule': 3215, 'B_molecule': 3413, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 784, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 477, 'MP_ANTIGEN_molecule': 9}"
591,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3013, 'TH_molecule': 3222, 'B_molecule': 3412, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 785, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 473, 'MP_ANTIGEN_molecule': 9}"
592,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3013, 'TH_molecule': 3221, 'B_molecule': 3420, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 786, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 468, 'MP_ANTIGEN_molecule': 9}"
593,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3021, 'TH_molecule': 3228, 'B_molecule': 3428, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 787, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 466, 'MP_ANTIGEN_molecule': 9}"
594,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3030, 'TH_molecule': 3236, 'B_molecule': 3436, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 788, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 462, 'MP_ANTIGEN_molecule': 9}"
595,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3038, 'TH_molecule': 3234, 'B_molecule': 3444, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 789, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 459, 'MP_ANTIGEN_molecule': 9}"
596,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3037, 'TH_molecule': 3242, 'B_molecule': 3443, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 790, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 455, 'MP_ANTIGEN_molecule': 9}"
597,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3045, 'TH_molecule': 3242, 'B_molecule': 3451, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 790, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 450, 'MP_ANTIGEN_molecule': 9}"
598,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3053, 'TH_molecule': 3241, 'B_molecule': 3459, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 791, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 445, 'MP_ANTIGEN_molecule': 9}"
599,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3062, 'TH_molecule': 3248, 'B_molecule': 3458, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 792, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 442, 'MP_ANTIGEN_molecule': 9}"
600,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3071, 'TH_molecule': 3255, 'B_molecule': 3466, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 793, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 437, 'MP_ANTIGEN_molecule': 9}"
601,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3079, 'TH_molecule': 3262, 'B_molecule': 3474, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 794, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 433, 'MP_ANTIGEN_molecule': 9}"
602,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3087, 'TH_molecule': 3270, 'B_molecule': 3482, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 794, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 430, 'MP_ANTIGEN_molecule': 9}"
603,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3095, 'TH_molecule': 3278, 'B_molecule': 3482, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 794, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 425, 'MP_ANTIGEN_molecule': 9}"
604,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3103, 'TH_molecule': 3285, 'B_molecule': 3482, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 795, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 421, 'MP_ANTIGEN_molecule': 9}"
605,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3102, 'TH_molecule': 3293, 'B_molecule': 3490, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 796, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 417, 'MP_ANTIGEN_molecule': 9}"
606,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3110, 'TH_molecule': 3300, 'B_molecule': 3498, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 797, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 414, 'MP_ANTIGEN_molecule': 9}"
607,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3109, 'TH_molecule': 3307, 'B_molecule': 3497, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 798, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 410, 'MP_ANTIGEN_molecule': 9}"
608,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3117, 'TH_molecule': 3314, 'B_molecule': 3505, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 799, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 405, 'MP_ANTIGEN_molecule': 9}"
609,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3125, 'TH_molecule': 3312, 'B_molecule': 3513, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 800, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 401, 'MP_ANTIGEN_molecule': 9}"
610,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3125, 'TH_molecule': 3320, 'B_molecule': 3521, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 801, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 397, 'MP_ANTIGEN_molecule': 9}"
611,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3125, 'TH_molecule': 3318, 'B_molecule': 3529, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 802, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 394, 'MP_ANTIGEN_molecule': 9}"
612,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3125, 'TH_molecule': 3325, 'B_molecule': 3528, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 803, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 391, 'MP_ANTIGEN_molecule': 9}"
613,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3133, 'TH_molecule': 3332, 'B_molecule': 3536, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 804, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 388, 'MP_ANTIGEN_molecule': 9}"
614,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3142, 'TH_molecule': 3339, 'B_molecule': 3544, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 805, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 384, 'MP_ANTIGEN_molecule': 9}"
615,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3150, 'TH_molecule': 3346, 'B_molecule': 3543, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 806, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 380, 'MP_ANTIGEN_molecule': 9}"
616,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3150, 'TH_molecule': 3354, 'B_molecule': 3552, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 807, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 375, 'MP_ANTIGEN_molecule': 9}"
617,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3149, 'TH_molecule': 3362, 'B_molecule': 3560, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 807, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 371, 'MP_ANTIGEN_molecule': 9}"
618,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3157, 'TH_molecule': 3371, 'B_molecule': 3559, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 807, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 366, 'MP_ANTIGEN_molecule': 9}"
619,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3156, 'TH_molecule': 3378, 'B_molecule': 3567, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 808, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 361, 'MP_ANTIGEN_molecule': 9}"
620,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3165, 'TH_molecule': 3386, 'B_molecule': 3575, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 809, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 356, 'MP_ANTIGEN_molecule': 9}"
621,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3173, 'TH_molecule': 3393, 'B_molecule': 3583, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 810, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 352, 'MP_ANTIGEN_molecule': 9}"
622,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3173, 'TH_molecule': 3401, 'B_molecule': 3591, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 811, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 348, 'MP_ANTIGEN_molecule': 9}"
623,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3181, 'TH_molecule': 3409, 'B_molecule': 3599, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 812, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 346, 'MP_ANTIGEN_molecule': 9}"
624,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3180, 'TH_molecule': 3418, 'B_molecule': 3608, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 812, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 342, 'MP_ANTIGEN_molecule': 9}"
625,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3179, 'TH_molecule': 3425, 'B_molecule': 3607, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 813, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 338, 'MP_ANTIGEN_molecule': 9}"
626,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3187, 'TH_molecule': 3433, 'B_molecule': 3615, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 813, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 335, 'MP_ANTIGEN_molecule': 9}"
627,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3196, 'TH_molecule': 3440, 'B_molecule': 3624, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 814, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 331, 'MP_ANTIGEN_molecule': 9}"
628,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3204, 'TH_molecule': 3447, 'B_molecule': 3632, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 815, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 328, 'MP_ANTIGEN_molecule': 9}"
629,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3213, 'TH_molecule': 3455, 'B_molecule': 3640, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 816, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 326, 'MP_ANTIGEN_molecule': 9}"
630,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3212, 'TH_molecule': 3454, 'B_molecule': 3648, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 816, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 322, 'MP_ANTIGEN_molecule': 9}"
631,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3220, 'TH_molecule': 3461, 'B_molecule': 3647, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 817, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 318, 'MP_ANTIGEN_molecule': 9}"
632,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3219, 'TH_molecule': 3459, 'B_molecule': 3655, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 818, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 315, 'MP_ANTIGEN_molecule': 9}"
633,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3227, 'TH_molecule': 3467, 'B_molecule': 3663, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 818, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 312, 'MP_ANTIGEN_molecule': 9}"
634,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3235, 'TH_molecule': 3475, 'B_molecule': 3671, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 819, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 309, 'MP_ANTIGEN_molecule': 9}"
635,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3243, 'TH_molecule': 3482, 'B_molecule': 3670, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 820, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 304, 'MP_ANTIGEN_molecule': 9}"
636,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 3251, 'TH_molecule': 3490, 'B_molecule': 3678, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 821, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'IGG_molecule': 300, 'MP_ANTIGEN_molecule': 9}"
